num_rooms,num_bathrooms,house_size_sqft,lot_size_sqft,age_of_house,location_score,crime_rate,school_rating,price
2,3,3917,3103,48,3,0.941,7,953069.83
7,4,2802,5661,18,7,0.892,3,1252647.27
5,3,2783,3711,70,7,0.576,4,1078678.09
3,3,2107,9791,64,10,0.934,7,1246509.98
6,2,4866,8036,36,3,0.323,4,1306083.88
2,1,622,6365,69,2,0.366,9,568042.51
5,4,1780,7331,25,9,0.045,7,1335449.53
2,4,4227,1909,1,1,0.589,1,826863.13
4,4,758,7729,58,7,0.722,1,831533.45
1,2,1447,2050,4,4,0.774,4,610967.97
6,3,1024,8977,36,2,0.15,9,997382.0
2,1,1387,2449,30,2,0.444,4,486785.23
1,5,707,8151,75,8,0.177,5,874132.95
5,3,3882,6711,47,7,0.662,1,1226483.24
1,2,3294,3756,5,7,0.158,2,931464.41
6,3,648,6628,14,5,0.904,4,912002.24
2,3,937,5794,14,10,0.231,4,1011952.76
4,2,2702,7236,60,8,0.291,10,1325653.02
7,4,4249,9476,15,2,0.851,6,1381363.73
5,4,3661,8414,19,2,0.458,6,1154877.61
2,1,4401,9794,76,5,0.024,8,1220002.93
6,1,4953,2515,43,1,0.495,9,1241198.77
5,4,3745,8950,41,6,0.085,1,1262908.03
3,5,3323,4283,45,4,0.985,1,891524.2
1,3,3770,8475,33,6,0.588,6,1163338.12
7,5,985,2557,63,7,0.257,4,1039085.46
6,3,699,2609,28,3,0.564,4,739036.4
3,4,4966,6339,2,8,0.077,1,1411272.4
2,1,2482,6848,8,7,0.8,9,1141298.39
4,1,1971,1951,74,1,0.925,3,521823.02
5,5,4843,6292,74,6,0.874,5,1422425.02
1,1,2811,7511,24,7,0.342,10,1211246.0
5,4,3873,7102,41,4,0.326,1,1115864.59
7,5,2578,5547,45,2,0.035,8,1224573.79
2,3,2021,9202,72,10,0.651,3,1050196.53
5,1,1104,5481,58,9,0.535,1,895421.32
1,2,4348,3307,20,7,0.459,10,1309599.53
2,1,3842,3763,73,1,0.908,6,731184.46
5,3,1917,4228,21,8,0.168,1,1046459.29
4,5,4375,8294,28,3,0.01,3,1256589.22
6,3,3433,4755,62,4,0.073,5,1136204.58
2,2,1048,4505,72,5,0.223,4,660097.67
6,4,1338,4838,60,1,0.033,7,817978.07
2,1,4315,1513,63,6,0.503,6,1077203.83
4,5,1347,8060,68,10,0.314,3,1165166.52
6,4,4754,7811,39,6,0.18,8,1617405.49
3,3,4968,9679,74,2,0.75,8,1213186.64
1,5,2772,9321,0,10,0.204,2,1258719.43
3,4,3820,2546,64,6,0.688,7,1156204.09
5,5,3058,2007,61,8,0.349,1,1127180.08
4,2,4811,1584,53,6,0.512,2,1149004.52
3,2,2496,3496,59,4,0.934,8,923613.08
2,1,4173,7873,45,4,0.037,1,952857.6
5,1,2064,5836,4,9,0.5,2,1106487.43
5,2,4518,7927,21,6,0.854,1,1255585.48
3,5,2340,4518,52,8,0.588,5,1110098.18
3,2,3791,6575,69,8,0.277,7,1268467.56
4,1,3387,8710,31,7,0.398,6,1250661.17
1,2,1226,3493,10,3,0.68,6,649922.54
3,2,1744,1425,9,10,0.891,6,1075782.27
7,5,3960,4508,38,1,0.041,8,1279647.34
3,4,4218,7659,30,5,0.072,5,1297072.07
6,1,1565,9753,11,10,0.325,10,1456543.08
2,5,782,8492,79,10,0.233,7,1071609.76
7,2,1581,7198,37,2,0.265,3,848869.15
7,2,4385,8052,66,10,0.221,9,1790280.27
6,4,3381,2355,65,2,0.196,10,1160462.4
6,1,3084,9667,51,7,0.131,3,1201535.86
5,1,3470,4987,4,3,0.934,6,1097641.32
1,3,1652,8567,10,8,0.144,3,971252.37
2,1,3997,836,24,9,0.204,1,1023171.84
4,4,1447,2587,34,8,0.246,1,905746.33
7,3,2217,7083,34,6,0.933,3,1150470.08
4,3,566,8860,21,5,0.756,4,843900.98
3,2,1136,8865,36,3,0.79,2,676088.3
3,2,813,4680,54,3,0.105,9,717854.64
4,1,3897,6732,74,7,0.836,8,1270414.4
3,3,1064,9128,71,5,0.408,3,749348.61
1,2,2101,7133,63,6,0.263,7,876286.14
6,4,1325,6559,19,6,0.576,4,1090590.55
3,2,4170,7285,3,9,0.822,5,1419765.39
5,2,1525,5867,17,1,0.779,4,721563.57
3,3,2751,1461,50,8,0.89,9,1158375.8
2,3,1304,8773,67,10,0.928,7,1071330.54
1,5,2951,7186,19,5,0.238,4,1007326.1
2,4,1891,8687,8,6,0.424,8,1128212.95
2,3,1735,1214,79,6,0.015,2,686454.23
5,1,4532,7650,25,1,0.879,7,1187551.54
1,4,3780,9334,24,3,0.155,1,962438.65
1,4,4049,3529,67,6,0.861,8,1123493.49
1,3,4700,4697,40,9,0.329,6,1356885.68
1,4,4641,2969,58,6,0.368,5,1131131.88
1,3,1854,2678,44,6,0.039,9,897571.13
5,2,2336,7254,40,1,0.327,9,979542.95
3,5,3392,5370,37,9,0.888,3,1227843.46
2,2,2996,2315,18,4,0.026,9,1005038.46
1,3,3083,1374,13,2,0.406,9,900362.1
7,3,3058,3667,20,1,0.031,2,975207.18
3,2,4118,4344,14,3,0.371,5,1033027.62
3,1,2059,5277,2,3,0.173,2,729521.42
2,1,2007,871,36,5,0.252,1,584972.47
5,1,4571,3780,45,1,0.878,7,1051469.72
4,3,2563,6292,15,7,0.436,4,1169922.16
4,4,4142,5559,13,1,0.274,5,1108080.16
3,3,2500,8884,8,4,0.589,4,1045912.88
6,4,1794,839,6,6,0.142,6,1139809.55
6,2,4565,6173,13,1,0.259,2,1112890.01
2,5,3252,8365,5,7,0.546,8,1376283.0
4,4,2253,2700,14,10,0.238,4,1227411.14
3,1,4710,3017,51,7,0.679,8,1262539.92
5,3,2103,5596,71,3,0.491,3,839345.53
4,2,1822,5406,33,4,0.772,5,868839.83
3,1,2941,2083,0,6,0.948,3,912358.92
3,2,1598,9575,68,7,0.116,7,1050938.71
1,5,2005,9450,19,4,0.335,3,899168.78
5,3,1626,1615,79,10,0.32,8,1189847.03
1,3,796,3311,6,9,0.151,9,975927.97
2,5,3549,1046,6,9,0.81,2,1162172.4
1,3,2725,5625,49,9,0.76,3,1004647.37
7,4,4854,7316,1,10,0.484,7,1905360.01
1,2,4287,1216,46,6,0.538,5,1023480.85
7,1,2596,7502,13,2,0.06,10,1245432.16
4,5,4109,4517,30,2,0.556,7,1148262.11
6,4,2708,907,49,4,0.791,2,894367.77
3,1,675,9830,60,9,0.574,4,931181.65
7,1,3002,5313,40,3,0.265,1,941417.08
5,5,4499,2221,13,6,0.668,5,1350971.34
1,4,2167,8083,4,2,0.361,8,918301.93
7,1,4871,1055,74,1,0.545,1,916425.63
5,1,3045,8048,4,5,0.488,7,1271755.82
6,4,1175,9829,63,8,0.381,7,1259953.69
6,3,2323,3762,28,10,0.719,7,1379255.19
1,1,1856,3082,74,10,0.884,1,731775.12
2,2,3572,9544,4,2,0.005,3,995086.71
1,4,3759,9172,35,10,0.934,2,1272491.09
4,1,1046,2277,78,9,0.512,5,850290.01
7,5,2583,9562,18,8,0.701,2,1383268.33
3,2,2540,5752,63,3,0.856,5,791070.54
2,1,2252,6680,21,1,0.467,5,659437.06
1,2,2115,6392,33,4,0.835,4,740967.55
5,2,2349,7891,55,8,0.178,7,1232133.16
2,3,3142,1391,16,3,0.159,10,1010119.72
7,2,2100,7077,75,10,0.657,6,1350392.67
2,3,3896,3060,55,2,0.87,2,759562.39
7,4,4902,1147,16,7,0.892,4,1468234.34
1,3,4105,9157,73,4,0.644,7,1097245.17
7,5,4299,5832,17,6,0.525,9,1633049.21
2,1,1118,5243,44,5,0.331,9,806022.31
5,4,1632,9574,77,2,0.98,3,795856.83
6,4,2615,7669,55,10,0.32,1,1327938.26
2,5,2839,6496,79,2,0.744,9,921399.22
7,3,3239,3838,49,9,0.532,8,1519289.89
6,1,4776,3645,57,10,0.609,7,1571803.89
7,3,1987,8664,17,2,0.393,6,1101429.91
5,2,2057,7409,79,8,0.965,10,1268852.02
7,3,2613,2065,6,8,0.572,7,1389610.41
1,4,1544,3074,75,1,0.938,9,599762.59
3,1,2931,3270,9,1,0.008,6,817073.6
2,3,2082,3377,68,4,0.573,10,892608.7
3,1,1808,4460,2,2,0.717,3,641581.93
7,1,1101,1868,43,1,0.745,3,563543.51
5,2,2120,6391,69,9,0.905,4,1119524.88
2,2,600,6774,13,3,0.004,10,802907.22
7,4,4771,5629,3,1,0.0,10,1512274.59
6,5,737,2750,17,2,0.472,8,881780.06
4,1,4525,9083,51,8,0.029,10,1561480.89
7,5,3418,3893,37,5,0.975,9,1416900.12
3,4,3042,6111,79,7,0.222,8,1191394.55
2,1,2503,2187,19,6,0.473,10,1051126.38
3,1,2037,5074,43,1,0.061,2,563741.64
2,5,1254,3085,50,6,0.522,4,785990.56
7,3,3868,4006,18,7,0.38,4,1419451.16
1,2,2758,3724,67,4,0.045,2,684503.76
6,3,4165,7845,65,8,0.335,8,1544270.31
7,5,4735,9271,12,8,0.391,3,1722551.73
3,2,1040,2418,61,7,0.99,2,658223.08
4,3,769,9362,60,2,0.208,7,766414.77
4,2,3960,6696,29,6,0.545,1,1113376.66
5,1,3908,8643,29,6,0.987,6,1302288.94
2,3,1005,7863,50,7,0.792,3,767285.17
3,2,1629,9295,47,6,0.993,3,895675.35
5,2,2579,2148,32,2,0.968,5,845763.03
3,2,3645,6356,73,8,0.49,3,1139554.0
2,3,3742,6089,18,4,0.696,4,1014552.03
7,4,861,3222,70,9,0.11,3,1063317.84
7,3,4220,4428,56,8,0.441,7,1554071.31
4,5,1956,3228,18,3,0.809,3,856986.54
7,3,4567,3833,78,3,0.505,10,1361042.07
7,2,4695,6957,40,8,0.703,4,1515038.28
1,1,2181,9660,41,2,0.746,2,627072.82
4,3,1552,9491,51,9,0.253,2,1051167.23
5,3,3009,8613,3,4,0.876,9,1274869.38
6,2,1181,2214,3,6,0.46,1,843562.84
1,1,4432,7508,4,3,0.21,1,894291.33
5,1,2629,9521,40,3,0.865,10,1154892.98
2,5,4516,7435,60,3,0.418,1,1026858.11
1,3,3802,4421,74,10,0.75,3,1114664.14
5,1,1219,6115,54,2,0.548,2,625772.28
2,1,574,1554,74,8,0.382,3,618845.85
4,4,1793,3147,12,9,0.81,5,1137336.59
6,4,2422,1526,13,8,0.584,9,1353446.64
2,1,4657,5723,59,10,0.391,2,1300442.04
7,5,819,3449,71,3,0.11,1,749683.24
3,1,2649,3615,24,7,0.895,6,1024556.49
2,2,1952,9866,43,10,0.035,3,1142580.92
2,3,2055,4079,9,2,0.863,7,777568.61
6,5,4707,3784,70,4,0.36,6,1337407.59
3,2,3532,4607,49,6,0.639,7,1132133.2
7,5,960,8676,43,5,0.922,5,1098893.09
5,2,1386,6899,13,9,0.152,1,1027356.29
5,3,4033,1407,14,10,0.567,3,1386989.39
2,3,4436,6969,15,4,0.764,3,1118661.15
3,4,1615,8590,1,5,0.758,7,1045962.63
3,2,1575,6373,29,4,0.526,3,777582.17
7,4,4376,1434,29,8,0.625,5,1527344.88
6,2,2424,1874,30,8,0.758,4,1124149.42
4,4,1426,2714,76,3,0.841,4,647979.21
5,3,2781,1388,19,1,0.762,7,889132.82
6,5,1555,4031,48,6,0.354,1,1010812.29
1,4,1041,7151,34,2,0.997,7,684578.49
5,2,2661,4638,22,2,0.435,8,1009837.82
6,2,2751,2773,60,3,0.024,3,882216.93
5,3,1552,5844,54,8,0.363,3,1036310.82
4,2,3244,6903,66,3,0.128,4,956816.54
1,1,4369,7483,7,7,0.121,6,1242522.83
4,5,4981,6637,39,10,0.282,7,1719460.83
7,4,4657,7583,58,10,0.053,1,1647298.09
1,5,2060,6394,31,9,0.689,4,1028142.87
2,3,4262,4622,6,8,0.074,7,1407711.68
6,4,1664,4189,1,1,0.203,2,829305.96
1,4,3222,6714,5,7,0.093,1,1047558.85
7,1,2858,2580,35,7,0.063,1,1132793.52
7,3,970,4488,31,8,0.268,10,1272453.26
4,2,1916,8011,44,10,0.572,6,1244361.65
5,1,1968,5837,41,5,0.965,5,917014.55
1,1,1308,7119,52,10,0.876,1,781400.07
6,5,671,9440,8,9,0.876,10,1401174.02
1,5,4626,881,74,9,0.176,3,1206911.51
3,5,4642,7078,74,8,0.265,7,1501326.11
5,1,4725,7799,48,6,0.076,9,1495891.56
6,2,2899,2206,1,6,0.778,9,1254400.64
6,4,2145,8210,66,1,0.07,6,977163.4
2,5,557,2280,10,6,0.557,3,718030.29
4,2,1629,4398,49,4,0.248,1,683205.7
2,3,1853,8793,34,4,0.243,3,852414.63
6,5,1267,4983,14,2,0.991,10,999871.41
5,4,4395,4480,74,4,0.757,2,1053804.33
1,3,1182,8444,30,5,0.837,5,749253.3
1,3,3954,5110,61,5,0.572,8,1100788.49
5,4,2508,2558,27,5,0.871,5,1016953.11
6,5,3642,3399,24,4,0.645,1,1097150.58
7,1,2290,6416,24,1,0.946,3,858840.43
1,4,1977,6613,74,10,0.281,5,1073700.96
7,4,1385,4653,0,8,0.595,7,1317051.22
1,4,4406,3092,58,3,0.69,5,954688.58
1,3,4992,2301,68,2,0.393,10,1054906.14
4,2,2038,9222,73,9,0.88,5,1127920.32
4,1,2573,8350,41,7,0.98,7,1171455.59
3,5,812,5050,33,9,0.494,8,1087342.26
2,5,1310,7791,65,2,0.391,8,743115.6
5,2,2735,914,17,9,0.472,7,1258714.32
5,4,3357,5206,76,10,0.853,3,1328927.47
5,1,3263,9984,4,9,0.645,2,1348101.19
3,5,2532,3147,19,9,0.045,1,1133175.83
4,5,2007,1841,65,10,0.542,6,1142734.11
6,4,3070,7727,74,10,0.017,9,1607399.94
7,2,2394,811,61,4,0.779,3,886127.29
7,1,3205,8780,31,10,0.328,5,1500284.05
6,2,1096,8671,57,3,0.472,9,993081.15
3,2,2647,7175,49,6,0.799,9,1125459.62
6,1,1115,7898,37,3,0.046,7,985386.73
5,1,1447,4476,54,9,0.159,4,980665.28
2,5,4873,6909,27,3,0.398,2,1149922.29
1,5,4264,6197,73,2,0.23,2,866736.84
7,1,2513,3865,21,8,0.338,4,1198116.97
4,3,4197,2836,42,6,0.998,1,1056920.9
4,5,990,3846,35,8,0.825,4,977519.58
3,3,4850,1340,51,7,0.884,6,1278849.33
4,1,2928,876,35,3,0.937,6,863969.29
5,5,1041,3867,27,8,0.341,7,1183147.86
7,2,1787,823,77,10,0.297,5,1141242.36
6,1,2133,5934,57,1,0.234,9,950043.29
5,4,3426,1475,35,1,0.83,2,834445.7
3,3,1852,7468,69,10,0.68,2,1021007.94
5,1,4876,5067,8,8,0.236,4,1458421.79
6,1,1798,6788,20,9,0.377,4,1188473.15
2,5,4467,8452,63,10,0.507,4,1455971.85
3,5,4923,9480,75,6,0.528,1,1256866.84
2,5,2758,2285,60,5,0.889,4,841650.12
1,4,2573,4459,39,2,0.381,5,749972.38
2,5,1201,3219,55,9,0.909,9,1063124.61
1,1,2419,8540,3,6,0.441,3,900778.06
1,5,2960,7943,30,8,0.746,3,1149113.03
2,2,4762,4295,26,9,0.93,5,1326631.39
3,5,4764,1556,57,9,0.908,10,1515844.51
6,4,4824,9248,24,8,0.057,6,1738199.78
5,2,866,2579,68,10,0.206,3,940551.49
5,1,1027,7287,69,8,0.477,1,853325.95
6,1,4218,1058,4,3,0.432,10,1229311.23
7,3,4109,4875,7,3,0.641,8,1378364.15
7,2,4435,9298,8,2,0.945,1,1162366.08
1,3,2653,8814,14,1,0.112,2,693620.99
1,2,2408,1918,6,4,0.452,3,669013.55
3,2,3512,8431,71,2,0.192,6,943108.34
4,4,4728,3817,14,2,0.894,4,1107022.92
2,3,3522,5141,36,5,0.965,4,973480.15
1,4,3983,2458,38,4,0.479,9,1099455.5
5,2,3220,9178,5,1,0.104,6,1101707.76
3,1,2270,2597,56,9,0.785,2,853068.51
2,2,4613,9916,18,4,0.697,7,1261695.89
3,4,2277,1584,62,5,0.355,3,810535.1
2,3,4712,6491,30,7,0.887,9,1409338.67
2,3,1297,3996,74,2,0.976,6,544542.28
6,4,3715,9332,78,8,0.558,8,1551346.2
1,3,4288,1362,9,2,0.566,1,785291.99
3,5,3476,5546,66,10,0.298,2,1242642.4
3,1,4237,3799,61,5,0.585,6,1068783.66
6,1,2211,1993,2,2,0.44,3,830346.72
5,1,1252,868,17,2,0.302,1,565333.23
5,3,2969,6479,24,4,0.067,6,1183528.74
7,3,4469,3228,19,4,0.253,5,1360426.49
1,2,1892,7000,57,8,0.198,9,1084732.69
1,2,3105,6196,49,6,0.542,6,1024276.96
4,1,1177,7793,78,10,0.602,5,1027418.4
6,5,605,4398,9,8,0.609,1,977221.35
5,2,3787,9835,20,7,0.388,1,1286334.15
2,2,2446,1373,28,10,0.421,1,1009863.91
3,3,1595,5014,9,4,0.834,7,855092.87
1,5,2282,8436,12,2,0.476,6,871349.22
3,1,3757,2278,46,9,0.988,5,1129746.18
3,2,2497,6927,22,2,0.44,4,815675.28
4,5,2061,9960,49,1,0.65,8,956466.18
5,5,4506,7476,3,8,0.05,8,1721064.98
1,1,2175,2996,66,10,0.653,5,880268.1
3,5,1622,8966,52,9,0.851,4,1135762.41
1,5,4481,9646,1,1,0.942,2,1016486.91
2,5,1801,6850,67,7,0.997,7,1005091.13
4,2,1443,5450,64,2,0.282,5,679357.4
2,1,1445,9284,78,6,0.575,3,730061.86
1,5,1100,5326,56,5,0.451,9,855588.21
7,5,3200,5212,69,1,0.564,9,1175776.61
1,2,1917,6243,6,2,0.157,10,863412.34
5,1,2024,9587,18,2,0.856,8,1009480.78
3,3,4266,3393,43,10,0.91,1,1223498.58
3,2,750,9907,62,10,0.45,3,966453.43
2,1,2044,7652,64,6,0.28,2,796352.39
4,5,578,7429,38,1,0.141,4,645456.62
7,1,3623,4669,25,4,0.684,2,1057025.57
6,1,1397,8771,43,10,0.312,8,1337486.32
3,1,725,9967,11,5,0.91,1,694266.93
5,3,1709,8622,21,2,0.671,4,858024.0
2,1,2678,3789,76,2,0.646,5,619266.98
2,3,3179,7862,13,7,0.559,10,1316066.15
6,5,3385,6140,29,7,0.046,4,1385861.5
5,3,3306,4623,43,6,0.932,8,1271949.92
4,5,1203,4732,37,1,0.628,2,588490.03
5,5,3044,9354,58,3,0.994,9,1230349.54
4,3,2870,3229,41,9,0.537,2,1102523.28
5,2,3781,8244,51,10,0.71,2,1347494.22
5,4,828,7947,62,1,0.056,2,659903.56
1,1,4728,8431,60,2,0.632,10,1083983.5
2,4,620,4398,33,8,0.765,8,938378.8
5,1,1464,5129,38,7,0.779,3,872148.48
6,1,4724,7518,40,9,0.77,10,1683901.21
5,5,4175,9018,36,10,0.226,10,1831181.76
3,1,2576,892,64,4,0.975,8,853955.43
2,1,832,9300,78,4,0.995,7,619565.68
3,3,3868,851,31,7,0.076,10,1316857.84
2,4,1816,1118,7,1,0.936,4,581225.61
3,3,1696,6488,17,10,0.289,7,1231008.0
5,1,3670,7818,44,9,0.689,8,1483300.44
5,5,1929,8010,32,2,0.338,6,989445.35
1,3,855,4756,4,1,0.968,6,516396.95
6,3,4734,6857,73,7,0.102,3,1410178.56
3,2,2026,7675,35,6,0.498,5,1003608.62
4,1,4397,5231,22,3,0.428,10,1244332.71
1,5,528,2325,39,1,0.326,2,338022.52
3,3,1513,7843,4,5,0.646,5,959033.78
3,3,3202,2078,33,10,0.131,5,1239189.23
1,5,1327,9505,23,4,0.717,7,890365.0
5,1,4946,6925,16,5,0.981,4,1272519.31
3,2,2524,8674,70,1,0.805,6,749351.33
5,3,798,7700,21,1,0.86,9,842902.63
1,2,2365,3300,14,5,0.36,4,770986.05
5,4,4516,4264,14,6,0.325,6,1429058.54
2,1,2611,3059,24,5,0.517,9,972511.73
4,4,1254,8296,52,2,0.046,10,944516.28
7,4,1269,3459,20,9,0.945,1,1110666.84
3,4,4235,1055,65,5,0.144,8,1188913.26
6,1,1738,2302,31,5,0.903,1,781663.66
4,1,2713,5456,20,10,0.084,4,1275299.31
7,5,2406,6230,67,9,0.823,3,1318066.46
5,2,2064,9398,43,3,0.152,4,974316.95
3,2,1718,3976,65,5,0.038,7,874505.25
5,5,1857,2660,13,5,0.719,9,1130120.95
2,5,4339,6958,14,2,0.28,9,1270702.96
1,4,1960,6606,19,4,0.714,10,978397.32
3,5,4485,5154,33,2,0.555,1,986136.41
7,3,1916,1522,35,5,0.109,10,1197977.71
7,2,3353,8379,8,10,0.932,1,1473586.54
2,5,1928,1413,70,2,0.452,9,761120.9
2,3,4878,4131,29,10,0.734,4,1434227.86
3,3,4974,6590,76,9,0.501,3,1391360.61
5,3,4793,3916,62,10,0.604,9,1650743.2
6,3,3562,9804,34,6,0.303,5,1376848.64
7,4,3571,1130,12,8,0.2,6,1469525.35
7,3,1055,3012,78,9,0.543,1,964123.28
2,4,855,6293,45,8,0.44,1,802892.63
4,4,2063,8032,55,5,0.39,7,1098946.66
2,3,4000,6414,8,5,0.673,10,1306020.81
6,2,1540,6713,35,6,0.691,8,1134417.0
5,3,3186,6713,2,1,0.046,8,1155689.14
5,3,4974,6411,18,8,0.339,7,1613978.28
4,3,3053,1119,27,2,0.412,9,1021550.32
7,2,2279,8885,22,6,0.097,1,1112386.66
2,1,575,5000,6,9,0.236,2,817308.19
5,1,4826,5591,75,3,0.052,3,1094936.29
6,4,3819,1129,13,2,0.996,5,1101611.6
3,4,2849,9651,45,10,0.737,4,1327826.81
1,2,3273,7542,14,5,0.087,4,1005170.69
1,5,2762,5716,66,9,0.02,8,1246845.09
1,1,3729,2593,14,6,0.719,8,1078571.09
7,4,2616,7257,50,8,0.439,7,1435533.38
2,1,892,8925,7,8,0.787,1,816385.98
4,2,1608,6503,68,7,0.923,10,1063180.59
5,2,4862,6970,61,5,0.599,4,1281283.39
3,5,1110,7444,50,2,0.187,1,644449.4
6,5,3275,8220,62,10,0.782,5,1545200.35
3,2,4498,4955,67,10,0.956,3,1299775.78
6,4,1172,9211,77,5,0.58,3,932492.15
7,1,4177,3411,15,7,0.682,4,1380794.16
2,3,530,6491,23,7,0.337,2,728682.68
1,5,1900,3393,5,2,0.382,7,814288.18
2,3,4571,895,56,7,0.735,4,1103976.58
7,4,1116,9980,30,6,0.928,5,1131327.49
4,5,3286,6841,5,7,0.629,2,1228296.33
4,3,1370,5863,78,8,0.79,6,996032.87
7,4,4696,9237,28,4,0.172,9,1640456.51
6,1,4104,4149,66,1,0.212,8,1125253.13
5,4,1912,8444,74,8,0.532,8,1249950.01
5,5,3239,7360,2,8,0.177,2,1384819.24
6,2,1440,6047,27,3,0.635,4,830301.57
4,1,840,6156,73,3,0.292,8,709966.9
4,3,3408,4877,47,5,0.792,1,1000079.44
4,5,4633,5698,79,3,0.808,8,1228293.28
2,2,1159,2217,9,5,0.464,3,658460.85
4,4,2533,9646,32,8,0.181,8,1407688.15
3,2,2060,910,66,1,0.647,6,573566.57
1,5,3957,9081,68,2,0.993,7,1025198.73
4,5,2156,9754,11,2,0.623,2,892949.59
6,2,3475,8191,56,4,0.036,1,1118146.45
1,4,1549,5932,43,9,0.017,6,1077666.91
2,2,953,3304,12,2,0.32,3,497382.09
6,5,2204,9089,23,9,0.196,4,1470422.12
1,5,3284,6039,43,7,0.813,9,1221729.44
6,3,1318,1092,56,10,0.845,3,1041758.64
2,3,512,2534,15,8,0.259,2,755307.78
3,1,4479,5920,20,1,0.326,2,890399.91
2,5,1420,7193,75,5,0.236,2,722329.02
2,3,2918,2996,50,9,0.908,6,1077445.66
6,2,1814,4266,20,4,0.503,2,909066.53
7,4,4177,2706,59,2,0.656,7,1203479.51
5,2,2517,2521,50,6,0.415,7,1072995.26
4,4,1728,2616,20,2,0.631,7,805874.72
4,3,2934,9244,5,3,0.386,2,1029126.79
3,1,3368,5027,72,8,0.34,7,1154068.8
3,2,3015,6575,64,3,0.634,10,1015774.74
4,2,1938,4649,75,2,0.591,8,789480.41
5,2,4664,6028,57,6,0.294,8,1408759.08
4,4,4043,7649,77,3,0.149,2,1041618.35
7,3,3675,1858,5,1,0.369,5,1120254.19
5,2,2281,3122,64,3,0.415,6,867975.09
3,2,2763,9178,33,6,0.629,9,1216780.85
1,1,2469,1748,55,3,0.915,6,617287.29
6,1,711,8979,74,9,0.036,10,1224317.3
7,3,1007,5159,2,7,0.244,6,1218743.05
7,3,831,6460,41,5,0.194,10,1131476.86
3,5,1050,8054,61,2,0.502,10,874698.52
3,1,1441,9201,5,9,0.43,6,1140240.51
2,5,1227,2893,5,5,0.729,9,951325.25
7,4,3362,2363,62,7,0.242,10,1487663.48
2,5,3743,9017,19,9,0.594,7,1480659.62
2,2,1148,974,20,4,0.884,1,478853.33
6,5,3237,2134,1,9,0.911,1,1320640.7
2,3,3247,1121,55,1,0.959,4,596167.17
5,4,1509,6498,9,6,0.773,2,957110.21
4,2,2050,6404,69,2,0.906,3,663178.73
1,5,1303,7542,22,8,0.235,7,1061218.03
3,4,4580,8236,29,5,0.198,7,1366934.35
5,4,4809,9324,77,3,0.006,3,1272751.65
1,2,4764,6474,36,2,0.707,2,881852.37
7,5,3901,5802,54,8,0.937,1,1382016.11
7,4,4741,1710,48,7,0.187,9,1586646.89
7,4,3661,1749,33,9,0.637,10,1612059.1
5,1,4655,6225,43,8,0.746,3,1298766.3
5,4,1027,3314,21,4,0.928,9,948360.87
3,1,3798,8501,30,2,0.647,4,949693.67
4,5,1523,900,6,2,0.97,10,898098.3
2,5,4234,5446,20,2,0.345,6,1068467.96
7,5,932,7745,15,6,0.35,7,1241236.33
6,3,1676,3200,19,7,0.543,10,1228641.37
4,5,900,6601,42,6,0.384,6,971570.6
6,4,2604,3143,43,2,0.001,1,875148.63
3,2,3550,1152,46,4,0.732,6,973722.27
3,1,2733,3755,18,3,0.752,6,849487.18
3,3,2945,1818,47,4,0.747,5,855568.09
1,5,3335,1979,78,5,0.345,3,849303.41
6,5,3013,5993,68,7,0.522,10,1472100.58
4,2,2273,4336,10,9,0.36,3,1138899.95
4,2,1596,3302,78,2,0.016,10,854622.26
5,3,1428,4619,28,8,0.562,7,1129333.25
5,1,2451,7655,44,3,0.124,8,1050064.63
7,5,2473,1779,67,9,0.08,3,1298818.36
5,3,2054,1776,35,10,0.755,3,1151473.18
3,4,3278,3080,47,4,0.01,7,1024958.44
4,4,4921,6697,14,3,0.959,10,1425442.85
6,3,1494,907,43,10,0.515,7,1236860.42
3,5,1112,9964,66,6,0.983,9,1112382.86
1,3,3093,2426,73,10,0.058,6,1141355.92
5,5,1095,9695,39,9,0.584,7,1290242.73
3,2,1341,7029,13,7,0.349,10,1104365.94
3,3,4939,7677,62,4,0.843,1,1125444.87
1,5,1358,1674,50,3,0.361,7,677964.83
2,3,944,6343,78,10,0.26,2,843178.66
4,3,2288,4609,57,4,0.858,7,934276.87
6,5,4817,2907,14,3,0.375,3,1292633.73
7,5,3954,1359,64,3,0.017,9,1335686.13
2,1,4452,9108,54,9,0.39,5,1327907.63
5,3,1530,5769,75,4,0.655,7,891446.19
3,4,1795,3846,9,9,0.254,8,1193061.31
1,3,2563,843,41,10,0.432,2,962115.25
1,3,1947,1308,10,5,0.057,1,655117.63
4,5,2545,6907,15,7,0.588,7,1310966.43
2,3,3350,4239,72,5,0.756,6,989425.17
7,3,4324,4728,77,1,0.413,6,1151687.4
4,4,2568,6211,18,2,0.42,2,862120.59
3,5,4261,1716,30,5,0.088,3,1140118.43
4,3,2775,1598,72,6,0.202,4,958123.87
6,2,2308,5771,52,7,0.155,3,1131553.3
1,1,1811,2560,7,2,0.482,2,480136.77
1,4,4555,4075,23,10,0.529,3,1316261.98
5,3,2951,1618,7,9,0.949,6,1319486.98
5,2,1589,5840,47,6,0.073,9,1137939.69
7,3,2172,3865,29,2,0.6,4,897673.39
3,3,4175,4059,57,2,0.526,6,1021035.68
6,5,4854,1706,54,3,0.516,1,1147094.24
2,5,2503,1402,72,1,0.873,6,662415.4
